job_title,company,salary,job_type,years_experience,tech_stack,job_description,industry,function,roles,last_updated,posted_on
Digital Campaigns Specialist,Rgf Talent Solutions Singapore Pte. Ltd.,42000-78000 SGD Per Annum,Permanent Job,0-2 Years,Microsoft Office  Ms Sharepoint  Web Analytics  Lead Generation  Management Skills  Design  Operational Excellence  Media  Social Networking  Arts  Email Marketing  Sharepoint  Digital Marketing  Process Management  Copywriting  Mass Communication  Ability To Prioritize  Magazines  Brand Awareness ,"Our Client:

Our client is a global leader in shipping and logistics, headquartered in France. They are actively looking to hire a Digital Campaigns Specialist to facilitate the direction of digital channels and ensuring efficiency and effectiveness of campaigns in brand awareness, digital sales and lead generations.

The Responsibilities:
Involve in conceptualization and implementation of the company's digital marketing strategy
Development of digital campaigns with data-driven marketing approach, to identify target audience and create relevant content to drive awareness, engagement, lead generation and growth
Development of creative designs, write compelling content and execute digital campaigns
Define campaign processes, standards and templates to ensure consistent brand identity, tonality and message
Develop comprehensive approach to performance measurement of campaigns, to share insights, best practices and recommendations to cross-functional stakeholders
Ad hoc tasks assigned by superior
The Requirements:
Diploma/ Degree in Digital Marketing/ Media/ Arts & Design/ Mass Communication
Minimum 2-3 years relevant working experience in digital marketing
Preferably with working knowledge of Salesforce Marketing Cloud, Sales Cloud, Service Cloud, Tableau
Good knowledge of marketing automation, email marketing utilizing digital tools and programs
Must have good working knowledge in MS Office and SharePoint
Must have strong business acumen to lead and drive digital initiatives that helps to improve growth and progress of company
Team player with good communication and interpersonal skills to collaborate with cross-functional teams
Adaptable and able to work in fast paced environment
Good project and process management skills, with ability to prioritize initiative and deliver on deadlines
Candidates with knowledge of web analytics and front-end development tools will be an added advantage
Disclaimer: The Company complies with the Tripartite Guidelines on Fair Employment Practices (TGFEP), including the prevailing guidelines on recruitment. All qualified applicants will be considered for the position regardless of their age, race, religion, nationality, marital status, or family responsibilities. A more detailed discussion of the TGFEP is available on the Tripartite Alliance for Fair and Progressive Employment Practices (TAFEP) website at https://www.tal.sg/tafep.",Other,Marketing & Communications,Brand Manager,,18 days ago
Principal Customer Engineer,Microsoft Operations Pte Ltd,120000-240000 SGD Per Annum,Permanent Job,5-7 Years,Scalability  Azure  Change Management  Tuning  Networking  Account Management  Leadership  Customer Experience  Vm  Problem Solving  Strategy  Intellectual Property  Ip  Accountability  Presentation Skills  Articulate ,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and encouraging teams and leaders to bring their best each day. In doing so, we create life-changing innovations that impact billions of lives around the world. You can help us to achieve our mission.

Customer Success: Microsoft aspires to help our customers achieve their own digital transformation, leveraging the power of Microsoft Cloud solutions and support offerings. To this end, Microsoft invests in a dedicated Customer Success team that will help Microsoft customers successfully realize their business outcomes.

Customer Engineers (CEs) are deep technical advisors supporting Enterprise customers to deliver unique value by removing blockers to consumption within their given Solution Area. CEs provide technical support including risk assessments and tuning to operate and optimize a customer's cloud or on-premise environment. The Customer Engineer provides support delivery services as well as technical readiness through a Customer's Support contract via dispatch by the account team. Customer Engineer services can be delivered either remotely or on-premises.

Responsibilities
Support Management - 50%
Participate in proactive account management, spot performance issues, analyze problems, develop solutions to meet customer needs, represent them.
Provides the most effective method of service delivery by analyzing trends and common themes across customers.
Create deliverables to address common customer needs & support mobile-first, cloud-first strategy, share intellectual property with others.
Engages in strategic service delivery planning, in partnership with the virtual account team (VAT), to strengthen targeted customer relationships.
Gathers customer impressions of products and services and integrates this feedback into decision making.
Seeks information about the underlying needs of customers.
Allocates and aligns resources to optimize the customer experience.
Develops and communicates realistic performance goals and standards.
Builds plans that consider potential obstacles and immediate and long-term consequences.
Demonstrates expertise in a specific solution, or several products, feature functions, or services.
Provides stakeholder assistance throughout deployment to avoid/resolve technical issues.
Support Execution - Deliver Results through Teamwork & Optimizing Business Results - 25%
Seeks opportunities to drive Customer Success business results by collaborating with multiple team members.
Identifies opportunities to articulate business value and grow customer/partner relationships in alignment with Customer Success business priorities and stakeholder management principles.
Provides and drives actionable feedback across groups about the customer/partner experience and competitor threats.
Modifies existing intellectual property (IP) or, where applicable, creates new content.
Seeks opportunities to drive Customer Success business results by collaborating with multiple team members.
Leadership and Growing the Business - 25%
Consistently apply lessons learned, model personal accountability & teamwork.
Demonstrates an understanding of his or her role and contribution to customer/partner change management and adoption initiatives.
Understands customer/partner requirements and can map the adoption and optimization of Microsoft technology solutions accordingly.
Drives and Supports innovation focusing on industry solutions and customer business outcomes on the Microsoft platform.
Contribute & participate with meetings to articulate Premier offerings to all customers; share knowledge thru communities, adapt for customers.
Cultivates relationships, credibility, and loyalty with customers and partners intentionally by sharing relevant business expertise.
Demonstrated Self Learner
Qualifications
Required Qualifications:
At least 8 years of experience working with customers and providing technical readiness and training, techinal delivery, solutions development, account management, technical requirements gathering
At least 5 years of hands-on technical experience developing and supporting Azure Infrastructure technologies
Strong knowledge of Microsoft Azure IaaS services (virtual machines, virtual network, IP address etc.) and Azure PaaS Services supporting capability of deliver end-to-end cloud ready solutions.
Enterprise-scale deep technical experience in cloud and hybrid infrastructure, and related architecture designs including scalability, security and resilience, VM migrations/optimizations, and cloud technology management of the following areas preferred:Deep understanding of Enterprise Scale Landing Zone(ESLZ), Cloud Adoption Framework(CAF) , Well-Architect Framework (WAF), Azure Compute Resources, Azure Networking Components, Azure Storage Services, Azure Backup, Azure Site Recovery, Azure Key Vault, Knowledge on ARM Templates, PowerShell, Azure CLI, Azure Automation, Azure Management, Subscription and Governance - Policy, RBAC, Tags, Management Groups, Cost Management, Azure Blueprint, Azure Monitor Log Analytics
Azure Virtual Desktop(AVD) or 3rd party Virtual Desktop Infrastructure (VDI) experience
Identity and Access Management (IAM): Azure AD and Hybrid Identity
Other Qualifications:
Ability to work independently and collaboratively working in a fast-paced environment where technology and customers requirements can change regularly
Demonstrated aptitude for providing extraordinary customer service, influence, and impact while problem solving and building Customer & Partner relationships.
Possess a passion for continuous learning, strong problem-solving skills, critical thinking, and good judgement
Ability to apply product & technology knowledge to improve Microsoft products and the customer experience
Solid understanding of client/server, networking, and Internet technologies fundamentals.
Technical Delivery and Customer facing presentation skills with a high degree of comfort with both large and small audiences
Must have the ability to take on internal initiatives to create services opportunities, and work in a fast-paced environment while balancing multiple demands, addressing shifting priorities, and maintaining focus
Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.
Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",Other,IT,Other Software/Hardware/EDP,18/3/2022,18 days ago
IT Application Manager,Drake International (singapore) Limited,108000-126000 SGD Per Annum,Permanent Job,7-10 Years,.NET  System Integration  Information Technology  Enterprise Software  Team Leader  Tfs  C#  Databases  Software Development  CRM  Financial Management  rollout  Procurement  Vendor Management  Project Management ,"Responsibilities
Oversees and lead the software development life cycle , the overall direction and procedures for IT Applications including implementation, governance and support.
Supervise a team of IT specialists in the procurement, installation, maintenance/ upgrading of software applications
Troubleshooting and resolve any problems with business application software.
Establish SOPs for software applications and ensure their ease of use
Working with all stakeholders and users to provide a strategic vision for new and supported applications and to create system roadmaps and business processes.
Identify thru research and procured appropriate IT applications solutions to improve business operations.
Plan and execute applications projects, meeting project requirements and creating project deliverables.
Able to run projects with internal users and update the stakeholders on a timely manner on the progress
Balance competing project constraints including but not limited to scope, quality, schedule, budget, resources and risks in order to accommodate the needs of each user/customer.
Test and evaluate the effectiveness and efficiency of any new applications programs
Monitor the roll-out of new software applications to ensure there are no problems.
Create and oversee procedures for the use of any new software applications.
Build a strong technical culture that emphasizes technical excellence, rapid iteration, strong security, and frictionless user experiences.
Manage application maintenance outsourcing & software contract agreements; Implement and monitor standards around scope management, financial management, service level agreements (SLA), ensure compliance to mitigate risk, increase service/business impact & reduce costs.
Create and maintain company databases.
Drive adoption through meaningful use of innovative solutions.
Requirements
Degree Qualified in Information Technology or equivalent
Minimum 8 to 10 years of relevant experience, and at least 3 years are in vendor management experiences
Minimum 3 years experiences as a team leader
Experience with customization, system integration and rollout of enterprise software applications for CRM, LMS, and DRM solutions
Experience with Azure or cloud solutions
Experience in coding and mentoring others in the .NET stack
Solid experience in .Net and C#
Experience in using MS TFS or equivalent tools to track team progress
Strong experience in database management and project management.
Strong interpersonal and stakeholders engagement skills
To Apply
If you're interested in this role, click apply now or email [HIDDEN TEXT]
All Applications will be treated will with strictest confidence.
Samuel Tse
Senior Consultant, Drake International (Singapore) Limited
DID: +65 6645 4548
EA License No.: 11C3510 | Registration No: R1223789",Other,IT,Other Software/Hardware/EDP,,17 days ago
Treasury Analyst,Straitdeer Pte. Ltd.,36000-72000 SGD Per Annum,Permanent Job,0-2 Years,Microsoft Office  Excel  Corporate Treasury  Treasury Operations  Treasury  Treasury Management  Bank Reconciliation  Payments and Cash Management  Compliance  Accountability  Cash Management  Banking  Capital  Cash Flow ,"About Bitdeer:
Bitdeer Group was founded by Mr. Jihan WU, a leader in the digital assets industry, in cooperation with Sequoia Capital, IDG, and other well-known blockchain investment institutions. It's the world's leading digital assets mining and cloud service platform, leading for a greener and ecological crypto-mining future.
Bitdeer has its operations in Singapore, the US and other regions in the world. Join us to start this exhilarating journey with the other hundreds of blockchain enthusiasts and people who would like to make an impact together with the world's most reliable digital assets mining ecological service provider!
What you will be responsible for:
Assist in daily Cash Management liquidity and determines daily cash position to meet all regions daily operating requirements while maximizing the use of funds;
Handle all incoming and outgoing payment, including prepare and check supporting documents, make sure all payments are settled in time;
Bank reconciliation for internal & external payments, ensuring daily accounts tally as per book;
Liaise with banks to settle internet banking related user and token related issues;
Coordination of Treasury activities and determine future cash needs with internal stakeholders to meet the funding requirements;
Assist in developing and updating procedures, policies, and processes related to Treasury functions;
Preparing reports for internal and external parties, including accounting department, management, head office, regulators and auditors;
Work on Ad hoc projects and reports as needed.
How you will stand out:
Degree in Finance/Accountancy/Banking or other relevant field of study;
At least 2-3 year(s) of treasury, finance, and/or payments experience in a multinational corporation would be preferred;
High proficiency in Microsoft Office applications;
System savvy - with online banking systems required;
Well organized, careful, and patient, put enough attention on details;
Ability to excel in a fast-paced and complex environment.
What you will expect:
Fast-growing digital assets mining service provider company with a supreme network of investors, pioneers and enthusiast with ample knowledge and experience in the new industry;
Ability to contribute directly and make an impact to the future of digital asset industry;
The chance to build up new things/processes/systems from scratch;
Personal accountability, fast growth and learning opportunities;
An inspiring working environment with dynamic workspaces, flexible work time, flat structures, great team and a start-up spirit;
Attractive salary package and welfare benefits;
The change to grow your knowledge and career with internal and external training and mentoring resources.",Other,Banking,Product Manager - Auto/Home/Personal Loan,,17 days ago
Software Test Engineer,Hyperscal Solutions Pte. Ltd.,30000-42000 SGD Per Annum,Permanent Job,2-5 Years,Manual Testing  Quality Assurance  Software Quality Assurance  Regression Testing  Agile Methodologies  Sdlc  Microsoft Sql Server  Sql  Capa  Cross-functional Team Leadership  Fda  Continuous Improvement  Quality Control  Quality Management  Process Improvement  Quality System  Gmp  Project Management  Manufacturing  Six Sigma ,"COMPANY DESCRIPTION
Beyondsoft International (Singapore) Pte. Ltd. was set up in 2007 and established as the regional headquarters for the Southeast Asia (SEA) and European markets in September 2015. Based on our vision of Using technology to promote social progress, economic development and become a global customer preferred partner and our concept of Beyond your expectations, Beyondsoft is committed to provide our customers in countries along the Belt and Road with comprehensive solutions and products and creating commercial value for customers to realizing continuous businesses development.
Our core business includes:
IT development servicesProviding customers with IT consulting, software research and development, software and hardware testing, system integration and operation and maintenance, data analysis and other services;
New retail solutions and productsThrough intelligent products, helping small and medium-sized enterprises (SMEs) realize the digital transformation of their daily operations;
Internet of Things (IoT) platform and solutionsComprehensive use of IoT, artificial intelligence, big data, cloud computing and other technologies to provide IoT solutions for intelligent upgrades in cities, parks, buildings and industries, to create a smart future.
For more information, please visit www.beyondsoft.com.
RESPONSIBILITIES
Strong commitment and ownership on project deliverables
Ensure test deliverables are compliance with relevant SOPs
Perform requirement analysis (EGUI / FW / System), work with Test Lead to address identified gaps, risks and discrepancies
Generate test cases based on requirements
Maintenance of test cases, strong and clear structure which allow traceability when transiting from 1 project milestone to another
Test software releases by executing assigned test tasks
Defect submission with supporting materials such as logs, screenshots, symptoms, and test step
Pursue to proper closure on reported defects. Participate in defect reviews, root cause analysis and evaluating on proposed solution
Retest resolved defects and update test cases based on discovered defects
Clear and concise test recording which will withstand both internal and external audits. It should include but not restricted to test input, test output and supported materials (e.g., screenshot / logs)
QUALIFICATIONS
Diploma in Engineering, Computer Science, Molecular Biology, or related technical diploma
Minimum 1 year of proven working experience in software quality control
Basic knowledge of quality control methodologies and tools
Experience in writing clear, concise and comprehensive deliverables (test cases and test recording)
Minimum 1 year of hands-on experience with black box testing
Experience with automated testing tools is preferred
Enjoy the challenge of testing boundary or edge cases that break software
Ability to provide usability feedback
Please note that your application will be sent to and reviewed by the direct employer - Beyondsoft International (Singapore) Pte Ltd",Other,IT,Other Software/Hardware/EDP,18/3/2022,17 days ago
Helpdesk & Desktop IT Support [Ubi / 5 days / up to $5000] 7804,The Supreme Hr Advisory Pte. Ltd.,48000-60000 SGD Per Annum,Permanent Job,0-2 Years,Switches  Video Conferencing  Laptops  Ms Office  Operating Systems  Windows  Troubleshooting  Hardware  Interpersonal Skills  Active Directory  Administration  Audit Compliance  Vendor Management  Adobe Acrobat  Disaster Recovery ,"Helpdesk & Desktop IT Support
5 days work week , Monday to Friday , 9am to 6pm
Location: Ubi
Salary: $4,000 - $5,000 + Variable Bonus
Job Responsibilities
IT end-user computing devices and software requirements shall include deploying, maintaining, managing, supporting, troubleshooting, installing and configuring of notebooks / laptops, printers, desktop PCs, monitors, tablets, anti-malware software, operating systems, business software applications (MS Office, MS Office 365 applications, Adobe Acrobat and etc.), client machines network connectivity and etc.
IT managed service requirements shall include managing IT incidences, IT service requests, IT problems, IT change requests, IT configuration and IT reporting.
Manage and resolve customer helpdesk servers, LAN/WAN, cabling, video conferencing, backups, offsite backups, switches, firewalls and ensure 24x7 availability
Troubleshoot PC, gadgets, network, servers and provide solutions to resolve such failures on both immediate and long term basis
Ensure Backups and Restorations are successful and properly done on a daily basis
Assess, review and recommend existing IT infrastructure for potential weaknesses and propose and implement solution or mitigation process
Monitor and trend network and system utilization and apply the information towards improving infrastructure availability, resilience and security
Set up VIP's gadgets, internet, troubleshoot issues request in a timely manner and ensure that they can receive their emails on their mobile and other devices
Operate and manage the overall Server, Storage, Applications, Disaster Recovery and Security Infrastructure Operations at customer premises or cloud
Implement plans of IT measures, IT policy, IT Processes and Audit Compliance
Ensure continuous delivery of IT services through oversight of service level agreements with end users and monitoring of IT systems performance on day to day basis
Reviews of the existing information and systems landscape across The Group, and proactively implement infrastructure and system improvements to enhance business benefits and reduce business risks
Rack mounting, OS installation and PC cloning
Manage Software Licenses, hardware and software inventories, asset tagging and cable patching and labelling to the network ports (both at the network equipment and EUC device end)
Perform Vendor Management and submit monthly fix asset end-to-end
Submit Status Reports on a weekly basis
Other request by immediate superior
Requirements
Strong technical knowledge in Troubleshooting of PC, Network and Server related problems
Familiar with Windows Servers Active Directory domain services administration, troubleshooting, health check and fine-tuning
Experience in Implementing and Maintaining Backup Solutions
Resourceful Engineer who knows how to solve problems independently using online and offline resources
Good communication and Interpersonal Skills
Must be on call after office hours including weekend and holidays for urgent issues
Good analytical and problem-solving skills",Other,IT,Other Software/Hardware/EDP,,17 days ago
Web Developer,Whooshpro Pte. Ltd.,24000-60000 SGD Per Annum,Permanent Job,0-2 Years,CSS  Php  Azure  HTML  MySQL  Sql  React Native  SEO  Apache  Web Development  Software Development  WordPress  Web Developer ,"Take part in web development projects, involving in full software development life cycle.
Importantly facilitate the delivery of quality solutions to customers, with good follow up
maintenance to the solutions implemented.
Being the modern web developer of today (be it programmer, web master, application
developer, solution developer, or full stack developer), you will make the difference by making
things happen
The persona we seek:
We look for team players with combination of these attributes.
Motivated and eager, people friendly, evolve with technology, dare to be different, expect changes, expect challenges, meet targets, fulfil your dreams, ability to deliver, care and support for customers.
IMPORTANT: Happy and friendly with customers! They are the reasons we exist.
The believe and practise of good work ethics:
Reliability/dependability, dedication, productivity, cooperation, character, integrity, sense of responsibility, emphasis on quality, discipline, teamwork, professionalism, respectfulness, determination, accountability, humility, passion, communication skills, being goal oriented, organizational skills, creativity, and being adaptable and flexible.
Basic requirements:
Good conversation, writing and documentation skills,
Versatility and adaptability to software technology, development and maintenance,
Keen to learn and level up in tech stack
Tech stack opportunities; learn, progress, and gain experience on the job; deliver quality solution alongside team mates, and various departments:
Client side stack: WWW, HTML, CSS, JS, JQuery
Server side stack: .NET, PHP, SQL, MySQL, IIS, Apache; server side technologies,
WordPress, Sitefinity
WooCommerce, Shopify
React Native Mobile App Development
Source Control Systems such as GIT, GitHub, GitLab, Team Foundation Server,
Internet and web frameworks (Modular, Tiered, RWD, Bootstrap),
Internetworking topology,
SEO (Search Engine Optimization),
Cloud platform such as Azure, AWS, Cloudflare,
Email marketing tools such as MailChimp, Sendinblue,
Design Tools such as Photoshop, Figma
Education and experience:
Degree / Diploma / ITE / Self-conferred title in IT, Software & Web Development,
Entry level (up to 3 years experience)
Experienced level (3 years or more)
Office accessibility:
Comfortable office environment,
5-10 minutes stroll from Tai Seng MRT station,
Bus (Service No. 8, 22, 24, 28, 43, 58, 70, 76, 80, 158, 641, 90, 93, 151),
Near by good food centres and coffee shops
Free gym and swimming pool
Interested candidates, please send in your full resume, with expected salary to [HIDDEN TEXT]. Incomplete resumes will be rejected. Salary will commensurate with experience.",Other,IT,Other Software/Hardware/EDP,,17 days ago
Infrastructure - Container as a Service,Idc Technologies (singapore) Pte. Ltd.,78000-96000 SGD Per Annum,Permanent Job,5-7 Years,Change Management  Team Leading  Solution Architecture  Technical Architecture  Mobile Devices  Service Level Management  Itil  Negotiation  Troubleshooting  Consolidation  Administration  Soft Skills  FOCAL  Team Leadership  virtual teams ,"Technical skills (Required - Mandatory)
Docker, Kubernetes, HP Ezmeral/ OpenShift, Ansible, Prometheus, Grafana, EFK
Technical skills (Required - Nice to have)
Python/GO/CI CD tools
People skills
Lead for 8-10 team members
Soft skills
Experience in Agile, Scrum, Kanban etc
Experience with ITSM processes
Excellent Analytical and troubleshooting skill.
Excellent in Verbal, written communication.
Creative thinking in implementing Service improvements (automation, incident reduction, etc.).
Willingness and flexibility to learn new technologies, scale up quickly and adapt to different roles as the situation demands.
Experienced in running operations following ITIL processes.
Experienced in writing RFPs solutions and presentations during client visits.
Enterprise Container Platform design, deployment and management (design, implementation, administration, patching, upgrade and migration activities), Team leading, Service Level management, demand, incident, change management.
Engage in Agile delivery process for implementation and management activities.
Understanding of cloud native platform architecture and design principals.
Writing solutions / estimates for RFPs.
Driving automation using state-of-art automation platforms like Ansible, SaltStack, Python, Go
Understanding of cloud native application architecture.",Other,IT,Other Software/Hardware/EDP,,18 days ago
"Control engineers (C++, C#, AI and cloud)",Mindteck Singapore Pte Ltd,54000-108000 SGD Per Annum,Permanent Job,2-5 Years,Application Development  Windows OS  Algorithm Development  Windows  C#  C++  Visual Studio  Factory  Technical Operations  Hardware  Plc  SCADA  plc ladder logic  Simulink  PLC Control  Plc Programming  Process Control  Manufacturing  Commissioning  PLC Software ,"Responsibilities:
Work with Engineers,Technicians to Support Software/Applications development for manufacturing/production equipment/machines.
Troubleshoot/Debug/Upgrade software applications of automation equipment/machines in manufacturing/production environment.
Requirements:
Minimum 3 years of exp on software support/development with C++ or C# language on MS Visual Studio Environment.
Familiar with Microsoft windows OS installations, OS Upgrades,application installations,hardware driver installations.
Experience/Knowledge in Factory Automation or manufacturing environment will be an advantage.
Minimum C++ or C# with Visual Studio experience with Windows Desktop application development experience.
Familiar with PC based machine control, digital I/O.",Other,IT,Other Software/Hardware/EDP,,25 days ago
Network Architect,Dyson Operations Pte. Ltd.,96000-120000 SGD Per Annum,Permanent Job,10-15 Years,OSPF  Wireless  Network Design  Network Architecture  Networking  Routing Protocols  Wan  Vpn  Firewalls  Vendor Management Experience  Mpls  Architect  Leadership Development  Strategy  Compliance  Life Insurance ,"About The Role
The Network Architect, reporting to the Senior Manager, Network CoE (Centres of Excellence), will be responsible for:
Part of the Network CoE team, responsible for overall architect and ownership of Network Infrastructure covering Office, Retail, Manufacturing sites and Cloud
Ensure on-going support for business growth, establishing, maintaining technology standards, network architecture, policies, operating procedures, managing network systems and vendor services to ensure availability, security, and compliance of the Global Network Infrastructure
Research, conduct Proof-of-Concept, Evaluate and Recommend Network Infrastructure initiatives to upgrade operations, improve capability and/or efficiency, or achieve compliance needs of the Company
About You
10+ years experience in network operations, design and implementationCisco and Cloud Certification
Experience in creating policies and procedures
Experience in vendor management
Experience working with stakeholders from different Business Units
Experience with the following technologies
Software Defined WAN and Networking
WAN and LAN technologies
Switching and routing protocols
Data centre networking
Network Management
Next-gen firewalls, VPN etc
Experience in office/manufacturing IT and Data centre setup is a plus
Experienced with Microsoft environment, Converged and Hyperconverge technology stacks
Proven track record of delivering good quality service to a global business and delivering projects on time and to quality from a resource, task and technical perspective
Proven track record of leading/working with a team that support a global network
xperience in developing Network strategy and roadmaps
Working experience with different Cloud Integration and Network Automation
Able to engage the business at all levels to solve problems andimplement improvements
Ability to communicate complex IT information to non-technical audience with clarity
Benefits
Dyson monitors the market to ensure competitive salaries and pension contributions. Beyond that, you'll also enjoy a profit-related bonus, generous leave and life insurance. But financial benefits are only the start of a Dyson career. Rapid professional growth, leadership development and new opportunities abound, driven by regular reviews and dynamic workshops. And with a vibrant culture, flexible working hours, the latest devices and a relaxed dress code reflecting our engineering spirit, it's an exciting team environment geared to creativity, innovation and ambition.",Other,IT,Other Software/Hardware/EDP,,18 days ago
DevOps Engineer,Xylem Water Solutions Singapore Pte. Ltd.,72000-96000 SGD Per Annum,Permanent Job,2-5 Years,Web Service  Kubernetes  Software Engineering  MySQL  Nginx  Agile  Tuning  Sql  Docker  Ansible  Apache  Databases  Linux  Troubleshooting  Writing  Systems engineering ,"Job Description
You will be expected to automate builds & deploys and make the process reliable, efficient and maintainable. You will need to partner closely with software engineering teams using a strong systems engineering mindset. The expectation is to constantly improve operational processes and efficiency through automation. You need to have an attitude that embraces agile practices and automation. You will need enough technical depth to make the appropriate technology choices, defend your opinions and drive the technical implementation.
Principal Responsibilities:
Experience on Linux, cloud and on-Prime deployments
Experience on Jenkins or any CI tools
Experience in Amazon Web Service (AWS), configuring and tuning web servers ( Nginx, Apache etc. )
Support and troubleshooting, Designing, managing and provisioning cloud solution infrastructure. Experience in setting up firewall and security, setting up databases SQL and NoSQL
Experience in writing bash scripts
Experience on Kuberntes, Docker, Mongo, MQTT, Mysql and Postgres is a plus
Experience on Agile execution
Participation in Xylem Watermark volunteer activities
Qualifications & Experiences:
BS in Computer Science or BE/B.Tech in Computer Science/Electronics & Communication or related fields or Master in Science in Software or MCA
3 to 6 year's minimum of Devops Experience
Proven ability in a large scale, high performance environment",Other,IT,Other Software/Hardware/EDP,18/3/2022,18 days ago
Technical lead( Java),Web Synergies (s) Pte Ltd,78000-126000 SGD Per Annum,Permanent Job,10-15 Years,Git  CSS  Solutioning  Agile Methodologies  Application Development  Scripting  Html5  Web Technologies  Open Source  Sql  Core Java  JIRA  Angular  Java  Linux  Credit Cards  Traffic Management  Banking  Java - Web ,"Minimum 10 years of experience with specific industry expertise in payments, credit cards, debit cards, and/or digital banking, both operationally and strategically
Demonstrated experience leading and delivering projects as part of a cross-functional team across large organizations
Keen industry knowledge of innovation in the payment, card and online spaces.
Demonstrated experience in technical solutioning across various domains in large organizations
Strong knowledge and experience in: o
Application development processes, DevOps, Agile methodologies and CI/CD tools/best-practices
Service Oriented Architecture and integration
o Java/J2EE development, leading development of high-volume enterprise systems
o RESTFul APIs, Spring 5.x, Spring Boot, Cloud-Based technologies and Microservices
o Web technologies such as HTML5, CSS, Modular design, Angular (5&above) or React and open source JS framework.
Working within a Linux computing environment, and use of command line tools including knowledge of shell/Python scripting for automating common tasks
Database systems, SQL, data mapping and data and asset migrations
Enterprise messaging (eg. IBM MQ, Solace, etc) o Digital Cloud Native Architecture (Serverless, AWS)
Infrastructure concepts such as load balancing, traffic management, DMZs etc Familiarity with JIRA and clear understanding of how Git works.
Profound understanding of best practices regarding system security measures
Strong drive towards results with ability to see things through from end-end
Excellent understanding of project management techniques and methods",Other,IT,Other Software/Hardware/EDP,,18 days ago
Senior Customer Success Manager,Qliktech Singapore Pte. Ltd.,150000-156000 SGD Per Annum,Permanent Job,5-7 Years,Scripting  Customer Success  Enterprise Software  Sql  Enterprise Architecture  Saas  Data Analytics  Databases  Negotiation  Strategy Development  Customer Experience  Presentation Skills  Customer Satisfaction  Ability To Learn ,"What makes us Qlik
Qlik helps enterprises around the world move faster, work smarter, and lead the way forward with an end-to-end solution for getting value out of data. Our platform is the only one on the market that allows for open-ended, curiosity-driven exploration, giving everyone at any skill level the ability to make real discoveries that lead to real outcomes and transformative changes. We are a Values-Driven organization, operating over 100 countries with 45,000 customers around the world. If you think we are interesting, please read on we may be looking for you!
The Customer Success Organization (CSO)
Delivering Customer Success is an important focus for Qlik, we are committed to delighting our customers at every step of their journey. Understanding our customers needs, creating the right engagement for the right customer at the right time is key. The Customer Success Management team is a cornerstone to ensure we understand customer needs and outcomes and create and manage a set of offerings that result in highly successful and loyal customers.
How you will spend your time as our next Customer Success Manager
Customer Success Managers are responsible for becoming experts in customer use cases, needs and business outcomes to proactively identify how our products, services and value proposition can best drive and support our customers journey.
You will develop an understanding of Qlik products and services to provide high value-add advice to customer stakeholders at all levels.
You will drive adoption of Qlik at all stages of the customer journey, while building high customer satisfaction, maximizing the value of customer investment, and converting them to Qlik promoters.
You will also act as the voice of your customers internally at Qlik, providing feedback and insights on how Qlik can better serve our customers.
Collaborate with the sales team on account strategy development for assigned customers, understanding and defining customer vision and strategy for maximizing their investment in Qlik's products.
Act as a trusted/strategic advisor to each customer helping to drive continued value of our products and services, while you provide thoughtful leadership, possibly challenging business and technical stakeholders.
You will be successful if you have
At least 6 years experience in a Customer Success Manager role or similar.
General knowledge of/experience in the SaaS/Software industry, with the ability to learn about and understand enterprise software products and business solutions;
Technical knowledge of any of the following: databases, data analytics, enterprise architecture, enterprise software implementation, programming, SQL or other query languages, scripting, web development, cloud technologies, API's.
Excellent listening, communication and presentation skills with strong ability to work collaboratively across the organization and obtain positive visibility and credibility quickly at the C-level. Ability to influence through persuasion, negotiation, and consensus building.
Business level English mandatory",Other,Others,Other Roles,,17 days ago
