MindSphere Sales Lead APAC,Siemens Technology,Not Specified,Permanent Job,4-7 Years,MindSphere Sales Lead APAC ,"Job Description :

As the MindSphere Sales Lead APAC, you will drive sales of the Siemens MindSphere industrial Internet of Things (IIoT)-as-a-Service offering in the Asia Pacific (APAC) zone. You will be accountable for business growth and the attainment of business objectives in the zone. In the role of the Sales Lead, you will directly report to the Global Sales Lead for MindSphere and will work very closely with regional Sales Management in the APAC zone. You will be responsible for executing the go-to-market strategy in APAC and thus lead a team of Portfolio Developers, Cloud Sales Specialists, and Presales. You and your team will work in close collaboration with local Account Teams and Partners on the execution of campaigns, sales plays, and initiatives to maximize and improve software opportunities for MindSphere. What are the responsibilities of this role Responsible for the MindSphere go-to-market and target achievement in the APAC zone Act as the interface between DI SW regions and Siemens Regional Companies for industrial Internet of Things (IIoT) engagements and overall sales planning Define/refine the go-to-market strategy with priority industries, customer accounts, and initiatives to achieve the target Manage the business and target planning process and ensure targets being set are aligned with and received in each country Establish and supervise measurable goals for monitoring portfolio growth against each campaign/initiative in your region and provide feedback for improvement Plan and conduct regular business reviews with global, zone, and country leadership Collaborate with cross-functional teams to create and close new business. That specifically includes collaboration with adjacent business segments to expand Siemens overall value contribution to customers. Especially pushing the integration of the entire Siemens IIoT stack from OT (operations technologies) to IT (information technologies). Strengthen and expand the existing partner ecosystem for services. That also includes considering country-specific requirements in terms of services, local partners, and the ability to deliver projects. Establish and drive an IIoT sales community in the APAC region What will help you to be successful in this role: Solid sales management or sales experience of 4+ years in B2B software sales or Software-as-a-Service (SaaS) / Cloud sales (either coming from an IT or OT background) Proven track record in driving annual recurring revenue growth Curiosity for new technologies in OT and IT as well as creating new business models Solid understanding of IIoT and data analytics and how they generate business value for all relevant personas from shop floor to the top floor Understanding of business value created by IIoT as well as strong ability to articulate this to customers at all levels Ability to define business needs and develop value propositions and contribute to the generation of compelling proposals Excelling in building business relationships on an executive level is critical for success and an existing personal network with decision-makers in the region is a plus Experience to collaborate and get results with diverse teams across multiple internal and external organizations and various countries Outstanding communication and presentation skills in English. Additional relevant languages are a plus Industrial automation, engineering, or IT background especially in SaaS or Cloud is a plus Approximately 50% travel, when Covid has subsided Organization: Digital Industries Company: Siemens Industry Software Pte Ltd Experience Level: Experienced Professional Job Type: Full-time",IT/Computers - Hardware & Networking,"IT , Sales - Engineering/Technical/IT , Sales/Business Development",Software Engineer/Programmer,,5 days ago
Software Engineer,Lionsbot International Pte. Ltd.,48000-96000 SGD Per Annum,Permanent Job,0-1 Years,Tensorflow  Version Control  Image Processing  Opencv  Agile  Information Technology  Open Source  Pytorch  Software Development  Localization  3D  Camera  Sensors  Product Development  Electronics  Calibration ,"At Lionsbot, you'll be part of the current Autonomy team in development of localization / perception / navigation software stack to achieve best performance autonomy. Within the autonomy team, you'll have independent deliverables and will be expected to take full ownership of executing them. Some of the key responsibilities:
Design, implement and deliver application-specific solutions
Development of mobile robot autonomy in the use case of cleaning field
Perform sensor calibration and software driver development
Development of localization, perception and navigation modules of autonomous indoor robots
Highly involved in product ideation and brainstorming to apply robotic solution to various applications
High frequency design iterations and product development
Requirements:
Degree in Computer Science & Engineering, Electrical & Electronics Engineering, Information Technology or equivalent
Experience in developing with embedded C/C++ OR extensive experience in similar programming environments.
Experience with sensors such as camera system, 2D Lidar, 3D Lidar, etc
Experience integrating sensors, algorithms, and compute to develop novel autonomous systems/robots.
A strong track record in collaborative project work including version control and agile / lean methodologies.
Bonus: Experience with Robot Operating System (ROS)
Bonus: Experience with deep learning frameworks such as PyTorch, TensorFlow, Caffe, etc.
Bonus: Experience with Open Motion Planning Library (OMPL)
Bonus: Experience with 3D data (Point cloud) with good knowledge of open source libraries for point cloud processing and image processing, eg, OpenCV, PCL, etc
Bonus: Experience with NVIDIA Jetson Nano/NX/AGX and develop applications",Other,Manufacturing/Engineering/R&D,Other Production/Engineering/R&D,,6 days ago
"Java Full Stack Developer, Associate","Jpmorgan Chase Bank, N.a.",84000-168000 SGD Per Annum,Permanent Job,2-5 Years,Machine Learning  Kubernetes  REST  Software Engineering  Application Development  Javascript  Html5  JUnit  Sql  Python  Infrastructure Architecture  Angular  Java  Databases  Software Development  experimentation  Team Player  Stakeholder Management  Team Work ,"DESCRIPTION/RESPONSIBILITIES:
As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environmentone that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
Bachelor's degree or equivalent
4 or more years of experience with full stack Java application development and distribution, including frameworks like Spring, JPA, Java 11 features, REST services
Experience with SQL based databases like MySql/Oracle
Advanced knowledge of application, data, and infrastructure architecture disciplines
Exposure to Cloud based application development platform such as Cloud Foundry/AWS or container based such as Kubernetes
Working proficiency in developmental toolsets
Knowledge of industry-wide technology trends and best practices
Ability to work in large, collaborative teams to achieve organizational goals
Additional Preferred Skills:
Understanding and knowledge of Data Engineering/Analytics and Machine Learning
Hands-on experience in frameworks such as Junit, Mockito, Jest
To apply for this position, please use the following URL:
https://ars2.equest.com/response_id=d3f51e3e6390fe7b199b78666173d7a5",Other,"IT , Banking","Product Manager - Auto/Home/Personal Loan , Other Software/Hardware/EDP",,6 days ago
SAP Basis integration GRC Lead,Blue Ocean Systems Infotech Pte. Ltd.,72000-108000 SGD Per Annum,Permanent Job,5-7 Years,Sap Basis  Information Technology  Sql  SAP  Sap Bi  Databases  Linux  Troubleshooting  Analytical Skills  Administration ,"Job Description:
The SAP Basis, Integration and GRC Lead is responsible for the supporting, administering, and
monitoring of day-to-day activities of the SAP Systems, managing GRC requests, managing vendor
partners and SAP technical architecture team.
? Responsible for SAP systems installation, configuration, maintenance, migration, and upgrade
? Working with Cloud providers and Business teams to troubleshoot application performances on
cloud environment and other business critical issues
? Provide SAP Cloud Platform Integration / Process Orchestration expertise on delivery of design and
build phase activities.
? Conduct regular reviews of the application portfolio and technical landscape to identify the
redundancy and operational inefficiency and to recommend and implement alternate solutions
? Manage routine patching and upgrades of operating system and databases
? Managing and monitoring SAP security, support packages, enhancement packages, SAP sizing,
system performance
? Support system hardening or system configuration change
? Involve in disaster recovery planning, testing, process implementation and audits
? Managing, provisioning, administration of SAP Cloud Platform accounts, sub-accounts and tenants-
SCP Account management, maintain Quotas, services entitlement and SCP update planning
? Drive automation and scripting methodologies
? Ability to manage multiple tasks, work in a team environment, understand and be responsive to
project and stakeholder needs.
? Ability to adapt and function effectively in a fast-paced, changing environment while working under
deadlines.
? Build credible relationships with peers and stakeholders, and continuous professional learning of
SAP products.
? Support team in managing and handling GRC requests
? Drive and manage technical architecture projects relating to the SAP landscape and team.
Job Requirements:
? Degree in Information Technology, Computer Science, or other related disciplines
? Minimum 3 years experience in SAP Basis monitoring, installation, and configuration, supporting
SAP Systems landscape (ECC/ S/4HANA, BW, Portal, Content Server, Solution Manager, SAP GUI
and database)
? Technical proficiency with at least 1 to 2 full life cycle of S/4 HANA (1809 or later) implementation
and HANA support projects experience.
? Hands on expertise in SAP Cloud products & related processes/ services.
? Expert knowledge of process integration tools, like SAP CPI, CIG and hands-on expertise in SAP
integration ALE, IDOCS and Web Services / RESTful required
? Good knowledge in AWS/Azure & cloud platform is an added advantage.
? SAP S/4HANA Cloud and SAP BTP Integration and extensibility solution experience
? Working knowledge of DevOps automation concepts, practices, and procedures.
? Knowledge of modern back-end technology stacks, tools, and standards, including relational and
non-relational databases, webservers, server-side frameworks such as Postgres, MongoDB, Nginx,
Node.js, restful APIs, and OAuth is a plus
? Experience on Cloud Architecture, DevOps and Cloud Software Development (experience with
React.js and Node.js is a plus)
? SAP Basis administration experience in private / public cloud-based environment
? Possess Database knowledge (Oracle, DB2, SQL, HANA, Sybase) and Operating System
knowledge (UNIX, Windows, Linux)
? Skilled in change management, system analysis, requirements gathering and production control
? Working knowledge in SAP GRC is an added advantage.
? Strong troubleshooting and analytical skills, proactive and ability to communicate progress and
outcomes, and provide clear recommendations
? Possess exceptional interpersonal and communication skills including verbal, written, listening and
presentation.",Other,Others,Other Roles,15-03-2022,5 days ago
"Software Engineer, VMware Tanzu Labs, Application Services",Vmware,Not Specified,Permanent Job,Not Specified,,"Ready to build

So are we! Come join us to help customers build, run and manage their most important applications. We build applications with velocity to run in a cloud-native environment, run open-source Kubernetes with consistency, and manage our customers entire footprint with confidence to help them achieve their business outcomes. VMware Tanzu Labs - previously Pivotal Labs - is a recognized leader in software modernization.
Our Application Services team work with many of the world's most influential companies, helping them not only build great software but modernize existing, mission-critical software into cloud-native applications. Our approach is constantly evolving and is informed by over 30 years of experience and continuous improvement and blends agile/XP with Domain-Driven Design and cutting cloud-native application transformation strategies. To learn more about Tanzu Labs, please visit and .About You

You have a passion for high-quality, reliable and maintainable code. You're comfortable working side by side with product managers, designers, and clients, making decisions together in order to quickly deliver valuable working software to clients and their users. You're agile and retrospective, and not afraid to identify what we're doing wrong so we can fix it, and what we're doing right so we can improve on it. Above all, you judge your success by the success of your team and the happiness of your customers.What You'll Be Doing

This is a consulting role that requires you to be able to work collaboratively with clients and colleagues on cross-functional product teams. You'll need strong communication skills, technical fluency, empathy, humility, and an appreciation for and understanding of lean startup, agile, and user-centered design values, principles, and practices.
As a software engineer, you will pair daily with client software engineers, coaching them in Extreme Programming (XP) methodologies and approaches while helping them to define, validate, communicate, and execute product vision and strategy. You will work with a team of product managers, designers, and engineers to enable your client team to go fast forever.
Tanzu Labs is a global organisation and the Singapore Office services clients across all of Southeast Asia. In addition, we often work closely with our Tokyo, Sydney, and Korea offices to deliver success for clients across APJ. This does mean that post COVID-19 crisis this role could include travel to other countries or working at client locations across Singapore up to 30-50% of the time.You Will Be Responsible For

Working with your client engineers to enable them in XP software development practices and/or application modernization practices

Pair programming with clients and other VMware Tanzu Labs engineers to build/modernize software based on the team's backlog

Leading one or more teams through complex engineering efforts

Managing risk and uncertainty while moving the team forward

Teaching your client pairs how to do the above for themselves

Enabling client leadership to grow their own engineering practice

Contributing back to VMware Tanzu Lab's engineering practice through mentorship, giving talks, and experience reports
Required Skills And Experience

Experience in training, mentoring and/or upskilling others

Strong communication skills and interest in a pair-programming environment

Experience in Test Driven Development (TDD) and agile methodologies, including refactoring

8+ years of Software Development experience in a variety of programming languages and frameworks

Passion for growing your skills, tackling interesting work and challenging problems

BA/BS in Computer Science or related field, or equivalent experience

Comfortable in new situations with new clients

Knowledge or experience with cloud providers and infrastructure as a service

Experience building distributed / service oriented / microservice-style and cloud-based application architectures

Strong architecture skills, able to present ideas and implement designs to meet the needs of customers

Strong teamwork skills, able to collaborate with other roles on a product teams

Experience modernizing legacy applications/systems in languages such as Java or C#/.NET

Experience with Continuous Integration (CI) tools


Desired Skills And Experience

You are a polyglot programmer (you might have used JavaEE, C#, Go, etc.)

You are a Java expert with experience and familiarity building modern Spring applications with Spring Boot you have a strong background with Spring and related projects

You are an Agile practitioner, familiar with extreme programming, test-driven development, pairing, continuous integration, continuous delivery, and related techniques applications, and using Domain Driven Design

Experience working directly with clients, leading projects, and mentoring engineers

Experience working directly with clients

Experience adapting or contributing to open-source frameworks

Experience in release management

A DevOps automation background is a plus

Experience supporting production systems using Site Reliability Engineering (SRE) practices

Experience with Kubernetes, Chef, Ansible, BOSH, or related automation / orchestration tools

Some experience working with NTP, SAML, OAuth 2, Active Directory

Experience using VMware vSphere / ESXi / NSX-T

Experience with networking and related technologies (e.g. load balancing / DNS / SSL / firewalls / NAT / SDN)

Strong experience with full-stack development

Experience with Amazon Web Services, Microsoft Azure, Google Cloud or OpenStack

Experience with a platform as a service product such as Cloud Foundry, Heroku, Elastic Beanstalk, or similar

Solid understanding of systems monitoring, alerting and analytics

A background in Windows deployment, automation, and related technologies

Technical product and program management experience is a plus
What's It Like To Work At VMware

We believe that teams should spend more of their time delivering incremental value and less on building infrastructure. We're building platforms, tools, and automation, including Tanzu Application Service, Tanzu Kubernetes Grid, and Tanzu Mission Control, to enable our customers to easily and confidently develop and run the software that powers their business. Hundreds of companies rely on our platform to meet the needs of millions of their customers.
Our engineers embrace Extreme Programming (XP) as a way to go fast forever and deliver remarkable results. Our product managers and product designers work side-by-side with our engineers in small, empowered teams, using Lean and UCD as guides. We measure success by making our customers more productive, as software developers, product managers, and product designers. We enable our customers to build high quality products and own their modernisation journey.Our Principles

Empower Teams - Diverse teams with shared context, psychological safety, and decision-making authority move faster.

Start Simple - Learn just enough to begin and let the work inform the direction.

Embrace Change - Expect change and turn it into opportunity.

Deliver Early and Often - Ship value to users and measure impact to lower risk.

Improve Continuously - We are always learning and humbled by what we don't know.

Contribute to Open Source Communities - Share our time, tools, and methodologies to maximize our impact.


VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape what's possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.",IT/Computers - Software,"IT/Software Development - Systems/EDP/MIS , IT/Software Development - System Programming/Middleware , IT/Software Development - DBA/Datawarehousing","Software Developer , Software Developer",10-03-2022,5 days ago
Failure Analysis - Technician,Amazon,Not Specified,Permanent Job,1-4 Years,,"DESCRIPTION

This role is a unique opportunity to work in some of the most cutting edge data centers in the world. Amazon data centers are large-scale high-density centers where you will be working on changing the face of Cloud technology in the region.

A Data Center Failure Analysis Technician will work as part of the Operations team whose primary responsibility is the functional testing of components in a failure analysis environment within a data center.
They may also be required to support the maintenance and upkeep of the data center infrastructure.
As a Failure Analysis Technician you may be the primary point of contact for both internal customers such as Logistics, Data Center Operations, Data center managers. As well as external customers such as Hardware Vendors, Contractors, Service Providers among others.
This is a full time position and working Monday to Friday but may require a shift based pattern, operating on a 24/7 rotation. The ideal candidate is someone with hands-on hardware experience.

Responsibilities:
. Work and meet SLA's against assigned trouble tickets via a directed workflow.
. First line touch point for hardware troubleshooting and technical issues
. Perform regular server hardware repairs(drives, motherboards etc).
. Carry out routine network, server hardware and OS related repairs.
. Work with cross-functional teams on a regular basis to complete routine work.
. Engage with Smart Hands in EU Regional POPs.
. Adhere to security and safety best practices in the data center.
. Participate in Data Center power & cooling events.
. Participate in team meetings for metric analysis and daily/weekly goals achievement.
. Identify and help create documentation for use globally.
. Identify and help create process improvements relevant to the data center environment.
. Perform server upgrades, rebuilds, scheduled works as required.
. Interact with third party vendors & contractors.
. Contribute to the development of other team members.

BASIC QUALIFICATIONS

. 1+ years of technical experience.
. Intermediate knowledge of computer hardware systems.
. Excellent communication skills, both written and verbal
. Ability to work well with others in a team environment, displaying excellent time management skills.
. Ability to take direction from both a directed work system and/or a team lead.

*This role has a physical component, requiring the ability to regularly lift and move certain heavy equipment. This will always be in accordance with applicable manual handling and safety guidelines.

PREFERRED QUALIFICATIONS

. Experience working on component failure analysis and functionality testing.
. Basic knowledge of Linux is an advantage.
. Basic knowledge of networking is an advantage.",Internet/E-commerce,"IT/Software Development - Systems/EDP/MIS , IT , Operations",System Administrator,11-03-2022,5 days ago
"Senior Full Stack Java & Cloud Developer, Payments, Associate",JP Morgan Chase & Co.,Not Specified,Permanent Job,Not Specified,,"Job Description :

You will work in the Corporate and Investment Bank Technology (Tax Engine) group as a hands-on full stack developer who is passionate about solving business problems through innovation and engineering practices. Candidate will be focused on projects that are aimed at building out Asia strategic digitization initiatives and will have an opportunity to work with multiple business lines and multiple technical teams in order to develop the firm's strategic technical roadmap. The candidate should have a proven track record of application development with skills in Java, distributed technology and building scalable robust resilient systems. The candidate will be required to apply the depth of knowledge and expertise to all aspects of software development lifecycle, understand agile principles and adopt agility in development.
This role requires a wide variety of strengths and capabilities, including:
Bachelor's degree in Computer Science, Engineering, Information Systems or related disciplines
Minimum 6years of hands-on experience in developing and delivery enterprise software.
Advanced knowledge of application, data and infrastructure architecture disciplines.
Understanding of architecture and design across all systems
Experience in one or more of the following technologies:
Experience in Full-Stack Java Application development and distribution, including Spring Framework, Java 8/11 features, REST web services.
Experience in Cloud based application development, container-based micro service architecture, container orchestration platforms (such as Kubernetes)
Hands-on experience in SQL database Oracle and/or NoSQL database Cassandra.
Proficiency in modern web development (ReactJS).
Experience with middleware/messaging technologies such as MQ, JMS, Kafka etc. and exposure to event driven design patterns.
Proven experience in SCM and CI tools such as Bitbucket, Jenkins and Maven & Unix shell scripting.
Strong focus on automated testing with good knowledge of TDD, BDD and Unit testing. Hands-on experience in frameworks such as Junit, Mockito & Cucumber.
Exposure to distributed caching mechanism will be added advantage.
Experience in Agile software methodologies.
Demonstrate keen focus on development modernization by embracing latest technologies and practices and taking initiative to research and learn.
Ability to work collaboratively in a distributed team, promote culture of inclusiveness and diversity.
Excellent communication skills and ability to build strong partnership with stakeholders across business and technology teams.",Banking/Accounting/Financial Services,"IT/Software Development - Systems/EDP/MIS , IT/Software Development - System Programming/Middleware , IT",Software Engineer/Programmer,26-02-2022,17 days ago
Senior DevOps Engineer,Grabtaxi Holdings Pte. Ltd.,96000-144000 SGD Per Annum,Permanent Job,2-5 Years,Puppet  Kubernetes  Azure  Amazon Aws  Devops  AWS  Scripting  Logging  Configuration Management  Python  Mobile Devices  Continuous Integration  Docker  Ansible  Aws Lambda  Linux  Grocery  rollout  Administration  Articulate ,"Life at Grab:
At Grab, every Grabber is guided by The Grab Way, which spells out our mission, how we believe we can achieve it, and our operating principles - the 4Hs: Heart, Hunger, Honour and Humility. These principles guide and help us make decisions as we work to create economic empowerment for the people of Southeast Asia.
Get to know our Team:
The Foundations team is a new team team responsible for cloud engineering and developer tools at Grab. We make an impact by building the automation and tooling that enable our platform and development teams to effectively and securely operate. Our team is made up of DevOps and infrastructure engineers. If you are looking for cloud infrastructure, DevOps, or DevSecOps opportunities, then you should join our team!
Get to know the Role:
We are looking for an engineer to automate management of cloud infrastructure and developer tooling. We believe a successful candidate has experience with one or more cloud environments, knowledge of DevOps concepts and practices, some scripting/coding ability and ideally some experience working in platform or CI/CD teams delivering functionality to developers, but if you believe you have what it takes then we'd love to hear from you either way. This role is required because we have a large developer community and an ever more sophisticated set of tools and automation requirements. In return, you will get an opportunity to expand your skills into a number of different areas - from systems administration through to backend coding, integration with vendor systems, cloud automation and security, SRE and more.
The day-to-day activities:
You are responsible for automating common cloud operations - account/subscription creation and management
You spend time with security ensuring that their needs are built into automated guardrails for developer resources
You support the developer community in their needs, always with a view to self-service and automation where possible
You are responsible for the roll-out of new cross-cutting technologies - container clusters and service mesh, secrets management, monitoring and logging solutions and more
You are involved in the design and implementation of new configurations for cloud resource use
You bring a knowledge of new ways of doing things and can clearly articulate technical solutions both within and outside the team
The must-haves:
You have Heart, Hunger, Honour and Humility
You have experience with one or more cloud environments (AWS, Azure preferred)
You are an experienced DevOps or DevSecOps practitioner, and have operated production services in cloud environments
You have experience with build and deploy tooling - Jenkins, spinnaker, and similar
You have experience with automation for infrastructure deploy/manage - terraform, cloudformation, resource manager or similar
You can easily pick up new technologies and are keen to expand your knowledge
You have experience with micro-service architectures
Our Commitment:
We are committed to building diverse teams and creating an inclusive workplace that enables all Grabbers to perform at their best, regardless of nationality, ethnicity, religion, age, gender identity or sexual orientation and other attributes that make each Grabber unique.
About Grab:
Grab is the leading superapp platform in Southeast Asia, providing everyday services that matter to consumers. Today, the Grab app has been downloaded onto millions of mobile devices, giving users access to over 9 million drivers, merchants, and agents. Grab offers a wide range of on-demand services in the region, including mobility, food, package and grocery delivery services, mobile payments, and financial services across 428 cities in eight countries.
Join us today to drive Southeast Asia forward, together.",Other,IT,Other Software/Hardware/EDP,,5 days ago
Risk Advisory Consultant / Senior Consultant (Technical),Deloitte,Not Specified,Permanent Job,8-11 Years,,"We are looking for technical consultants with 2-8+ years of experience in the area of risk, finance & regulatory reporting solution implementation in the banking domain.
Key Skill set:
End to end solution implementation experience as a technical consultant
DWH, Database design (e.g. Oracle, MYSQL), performance tuning
Data Model (ERWIN)
ETL related activities - data mapping, configuration
Programming - SQL, PL/SQL, Python, R, shell scripting
Visualization - PowerBI (nice to have)
Other - Data quality, End to end testing (SIT, UAT), documentation, solution installation
Cloud technologies - AWS, Azure

Requirements:
Degree in computer, information technology, or a related field
At least 2-8 years of experience for above skillset in banking / financial industry domain
Experience in technology solution implementation for Basel, IFRS9, Liquidity, Credit Risk, ALM for banks in Singapore / other region
Strong experience in vendor solution platform implementation (Oracle OFSAA, Moody's, WKFS & AxiomSL) in risk calculations & regulatory reporting space
Experience in Big 4 consulting firms will be added advantage
Experience with at least two end to end solution implementation experience for banking clients
Client management, project management, prepare & deliver the technical presentations",Other,IT,Software Engineer/Programmer,,3 days ago
"Software Manager / Software / East / Up to SGD 9,300/mth!",Integrity Partners Pte. Ltd.,96000-111600 SGD Per Annum,Permanent Job,7-10 Years,Pyspark  Azure  Design Patterns  data engineering  Python  Firmware  Mobile Applications  Software Development  Technical Support  Designer  foot  Hardware  Architect  Performance Appraisal  Manufacturing ,"My Client a global leading semiconductor company is look out for a suitable candidate for the role of a Software Development Manager. The requirements are as follows:
Key Responsibilities
Manage goal settings for teams and individual members, performance appraisal, and corrective actions to ensure teams operate effectively and efficiently.
Provide technical guidance and mentorship to teams to ensure smooth execution and delivery of desired results.
Drive and oversee all software specifications, including test specifications
Function as product software architect and work with peer system and hardware team members
Function as project manager to lead project execution.
Provide technical support to product value chain involving manufacturing, certification, field staff, integrators, and key customers
Customer design-in support where necessary
Prepare training material and conduct training, where needed.
Job Requirements
Must have participated as architect or designer for a product that spans mobile apps, on-premises embedded networked hardware, MS Exchange server integration and cloud based services
an A-rated experienced MEAN Full-stack developer with knowledge and skills for methodology driven software and firmware development that covers front-end and back-end web and mobile applications
Skilled in the use of design patterns for microservice based architecture
Programming skills in NodeJS frameworks, Typescript/Javascript, C/C++, Python is required.
Good at breaking down a 30,000 foot objective into its constituent parts and defining PoCs to clarify unknowns and create work breakdown structure for project/product development execution
Must have detailed/expert knowledge of one or more of the following: Microsoft EWS APIs, Azure or Google or AWS Cloud APIs, Voice Assistants, AWS IoT
How to Apply
Interested applicants may apply by sending in your updated rsum (in MS Word format) to my email or apply directly:
Consultant: Tan Jun Jie
EA personnel reg. no.R1878852
EA License No. 17C8502",Other,IT,Other Software/Hardware/EDP,,3 days ago
Technical Architect - Tableau CRM,Salesforce,,,,,,,,,,
Network Data Security Consultant #SJN,Recruit Express Pte. Ltd,Not Specified,Permanent Job,8-11 Years,IT Security / Governance / Risks / Compliance / Audit ,"Job Description :

Job Description:
Report to the lead of network operation engineering team
Being part of the team and collaborate with each other on resolving all incidents and be point of escalation for critical incidents and report from network operation center.
Identify any potential risk of impacting network availability including network design review, configuration review etc. and collaborate with project engineering team in these areas.
Responsible for handling complex service request across data network, security infrastructure, e.g. hardware/software upgrade, tactical solution for incidents etc. to mitigate any potential risk and achieve good time to market
Interface with local country network team and various technical teams on incidents, service requests and operations projects in Asia
Adhere to enterprise service management practice include but not limit to incident, problem, change management
Being the SME on the capacity management to ensure an adequate environment for data, security, cloud infrastructure
Manage the service transition and release to production process to ensure network infrastructure setup and its components are complied with enterprise technical standard
Drive the automation initiatives to enhance the network operation operating model and monitoring capability
Responsible on reviewing and providing response on internal/external audits from technical perspective.
Responsible on maintaining quality technical documentation as well as network operations runbooks


Key Requirements
Bachelor's degree in Information Technology/Computing or related field with at least 8 years of working experience in IT field preferably in managing network infrastructure, security operations.
Experience in configuring and supporting complex, large-scale networks consisting of data network, security on-perm and cloud infrastructure.
Strong knowledge in routing and switching technology, such as BGP, OSPF etc.
Knowledge in wireless technology and product, such as Aruba
Strong knowledge in various network security technology and systems including firewalls, IPS, load balancer, proxy.
Solid experience in routing and switching platforms, security platforms across different vendors:
Cisco networking ( Nexus/IOS and ASA )
Palo Alto, CheckPoint, Fortigate firewalls
F5 Load balancer
Azure Cloud
Zscaler
Aruba
SDWAN technology
Strong hands-on experience on end-to-end management troubleshooting and problem-solving skill across multiple platforms in complex network environment
Familiar with ITIL processes - Incident, Problem, Change etc. and experience on ServiceNow tool would be beneficial.
Able to work under pressure in dynamic environment
Proven experience on scripting language would be an advantage
Possess at least one vendor certifications
Cisco certification - CCNP Routing and Switching or above preferred
Palo Alto - PCNSA or PCNSE is an advantage
Checkpoint - CCSA or CCSE is an advantage
Azure and Zscaler certification would be a plus
Good team player, excellent communication skills
Able to maintain availability, stability and resiliency.


To apply, please email your resume in MS Word format to [HIDDEN TEXT] indicating in your CV the following information:
Only shortlisted candidates will be notified.

Jackie Ng May Ying (R1104602)
Recruit Express Pte Ltd
EA No: 99C4599",Recruitment/Staffing/RPO,IT,Network Administrator,,8 hours ago
